# id:8--8-8 
0.46,0.15,-0.32725006566639
-0.96,0.94,0.19420382055698
-0.84,-0.57,-0.91596937431353
0.05,0.69,0.64804802579249
-0.91,-0.3,-1.4017239247599
-0.36,-0.99,-1.5069444388441
0.02,0.52,0.74335030268656
0.9,-0.95,-1.822120077386
0.59,0.99,0.3868801595412
-0.71,-0.46,-0.63449349963966
0.16,-0.4,-0.35481361770831
0.96,-0.92,-1.7617072601956
-0.67,-0.08,-0.23219048688461
0.95,0.19,-0.58801203797311
-0.99,0.9,-0.08750068219703
-0.74,0.42,0.28520772363394
-0.7,-0.06,-0.68053601061073
0.68,-0.93,-1.4469176840905
-0.73,0.98,0.57893250627728
0.97,-0.65,-1.6632601087597
0.48,0.34,0.041390047626337
-0.33,-0.07,-0.16388101335967
-0.19,-0.69,-1.072870220424
-0.93,-0.27,-1.13694432282
0.53,0.6,0.24123423273738
0.3,-0.78,-1.3985037709165
-0.13,0.57,0.67451909534148
-0.09,0,0.077763028046213
-0.08,-0.11,-0.13913323294521
0.68,0.62,0.32107542346303
0.33,0.68,0.19191516397463
0.55,-0.97,-1.1682605497844
-0.51,0.23,-0.38275042117349
0.08,0.7,0.82730815016222
0.24,0.95,0.98138404635774
-0.79,-0.2,-0.76863868446504
0.47,-0.39,-0.90552962658916
-0.37,0.85,0.83192021464985
-0.04,-0.79,-0.66452524774796
-0.75,0.75,0.1514507590139
-0.03,-0.89,-1.1428441574692
-0.9,0.03,-0.8181829563352
-0.52,-0.33,-0.67020499812907
0.98,0.71,-0.70068920386429
0.65,0.73,0.24017175431629
-0.32,-0.86,-1.0164405636582
0.63,0.8,0.14844115224808
0.49,0.65,0.21984319614174
0.46,0.79,0.76529802115946
-0.69,-0.15,-0.63061098016662
-0.36,-0.5,-0.7865144687571
0.15,-0.52,-0.48689377708449
0.4,-0.25,-0.362859193856
0.97,-0.37,-1.2635213248942
0.99,0.67,-0.33045419808213
0.52,0.55,0.21589141538862
-0.56,-0.91,-1.5235298778022
-0.91,-0.68,-1.4378919381764
-0.06,-0.54,-0.73656648460739
0.29,-0.1,-0.23425803271758
0.2,0.16,0.26698923133478
-0.78,0.2,-0.53739740066665
0.47,-0.28,-0.52409902403135
-0.96,-0.04,-1.1966023365534
-0.88,0.26,-0.68420318945729
0.07,0.41,0.35692999762051
-0.44,-0.83,-0.98036350849512
0.11,-0.72,-0.46526487497212
0.65,0,-0.43404244398348
-0.19,0.66,0.88772406334753
0.93,0.49,-0.045877982879897
-0.14,-0.69,-0.32432825557055
-0.25,-0.69,-0.56285992819713
0.34,0.22,0.59966192402185
0.47,0.15,0.091602784391477
-0.86,-0.54,-1.1351429361562
-0.3,0.05,0.036400436983208
-0.25,0.87,0.60991254550667
0.82,-0.95,-1.7680684766271
0.17,0.32,0.14702257372231
-0.6,-0.83,-1.1303894815643
-0.97,-0.99,-1.9747524456077
0.61,0.07,-0.22283627115168
0.52,0.28,0.053997358711493
-0.79,-0.69,-1.275050237447
-0.82,0.75,0.074500589450403
-0.97,0.55,-0.41009100489406
-0.17,0.33,0.31855709373667
-0.28,0.85,0.84425185319969
0.9,-0.62,-1.2213363270497
-0.81,-0.37,-1.1633920972307
-0.27,-0.88,-1.0431377437066
-0.87,-0.79,-1.6995550629839
0.13,0.78,0.92041958671363
-0.37,-0.73,-1.2065728716687
0.73,0.71,-0.012258641356428
-0.52,0.17,0.25219283745268
-0.79,-0.72,-1.3219391364249
-0.07,0.25,0.50228310506726
0.58,-0.95,-1.0268099103425
-0.38,0.02,-0.36177100665975
0.62,-0.63,-1.1233791404996
-0.85,0.58,0.082807437655106
-0.11,0.89,1.0093035200663
-0.12,0.02,-0.0057915608461779
-0.2,-0.68,-0.88096134318255
0.18,0.02,0.29521622153151
-0.89,-0.56,-1.3541731504011
0.89,0,-0.78026626523288
0.07,0.65,0.73782679947121
-0.78,-0.53,-1.1554838665236
0.04,0.07,0.25099789249372
0.13,0.87,0.64931094020108
0.45,-0.6,-1.0110531823789
-0.78,0.7,0.47463749944904
0.69,-0.22,-0.94574972299891
0.15,-0.33,-0.47979300344081
0.77,0.31,-0.43240185077706
0.27,-0.63,-0.46850214134782
